index,title,heading,content,tokens
1562,Sage Intacct,FAQ: Sage Intacct,"Topic: Exporting Projects and Timesheets from BigTime to Sage Intacct

Solution: 

When exporting projects from BigTime to Sage Intacct, it is important to note that projects and customers created in Sage Intacct are done so at the Master level. To make projects accessible at the entity level, you will need to edit the location of your project in BigTime before exporting it to Sage Intacct. However, if you want to edit that project in Sage Intacct, you will only be able to do so at the Master level.

To avoid creating a duplicate client when creating a project in Sage Intacct, make sure your client is added before you export a project from BigTime. Go to the Customer/Project screen in Sage Intacct, search for your client's name, and then click ADD+ to add them. Now, when you add one of your projects to Sage Intacct, you'll see your client's name appear in the client dropdown menu.

If your timesheets aren't exporting to Sage Intacct, first check whether the submission period on your BigTime timesheet matches the one in Sage Intacct. If the submission periods are the same, check whether the project and employee on your timesheet and in Sage Intacct were both created at the same level. Some fields need to match exactly on both platforms in order for timesheets to post.

When posting an invoice from BigTime to Sage Intacct, the location field for your project in BigTime must be filled out with a specific entity. If it is not, your invoice will be posted directly to the Master Level.

If you are invoicing out of BigTime, you will be able to post time as ""billed"" to Sage Intacct. Keep in mind that if you mark time as ""billed"" in Sage Intacct, you will not be able to delete that time from your account later on.

Whether you need the Time and Expense module in Sage Intacct depends on the kind of expenses you're posting. If you're posting them as expense journal entries or as accounts payable, you won't need to have the Time and Expense module. However, if you're posting employee expenses, you'll need to have the Time and Expense module to proceed.",451
1563,Sage Intacct,Integrate Sage Intacct With Bigtime,"Topic: Integrating BigTime with Sage Intacct and Customizing Integration Settings
Solution: Follow the steps below to integrate BigTime with Sage Intacct and customize your integration settings. With this integration, you can sync Customers, Projects, Employees, Accounts, Invoices and Payments, and Time. That means, you can add, edit, or remove data between the systems.

1. Click ""MY COMPANY...INTEGRATIONS"" from your navigation bar.
2. Click ""SAGE INTACCT"" on the Integrated Applications window.
3. Click ""ENABLE"".
4. Enter your company ID, admin login, admin password, and authorize BigTime in your Sage Intacct account. Then, create and enter a WEB SERVICES USER LOGIN in Intacct to apply to this window in BigTime. You can find these details under User Information in Intacct: company id, username, and password. Create a Web Service ID in Intacct by clicking ""APPLICATIONS...COMPANY...WEB SERVICES USERS"". Add an ID and password in the form that populates. Apply the ID and password that you create to BigTime in the Intacct Connectivity Setup window.
5. Click ""CONNECT"" to connect to Intacct. Once you connect, the sync between the two systems will kick off right away. You can see the sync occurring on your BigTime homepage. Its the top red tile in the image below. Note: If you need to sync your data, then just click on the topmost red tile and click the update now button. When you sync with Intacct, then all of the projects and clients from Intacct will populate in BigTime.

Specifically, these times will sync into BigTime from Intacct: Customers, Projects, Employees, Vendors, Accounts (AR, AP, Checking Accounts, Credit Cards, AR Terms, Classes, Expense Accounts), Department, Location, Project Types, Time Type, Expense Types, and Non-inventory Items.",392
1564,Sage Intacct,Integrated Project Fields,"Topic: Field Mappings between Intacct and BigTime

Solution: When working with integrated projects between Intacct and BigTime, it is important to note that some project fields may have different names in each system. Here are the key field mappings to keep in mind:

- Department in Intacct is equivalent to Cost Center 1 in BigTime
- Location in Intacct is equivalent to Cost Center 2 in BigTime
- Intacct Class in Intacct is equivalent to BigTime Class in BigTime
- Intacct Project Type is equivalent to Project Type in BigTime
- Intacct Project Manager is equivalent to team member in BigTime
- PO Amount, PO Number, and SO Number are created as custom fields in BigTime.

By understanding these field mappings, you can ensure that your integrated projects between Intacct and BigTime are set up correctly and that data is accurately transferred between the two systems.",184
1565,Sage Intacct,Integrated Staff/Vendor Fields,"Topic: Mapping Staff/Vendor Fields in BigTime

Solution: To map staff/vendor fields in BigTime, follow these guidelines:

- Employee ID: This field will create a custom field in BigTime and import the corresponding value.
- Intacct Channel: This field is equivalent to Class in BigTime.
- Employees Title: This field is equivalent to Title in BigTime.

It is important to note that some staff/vendor fields may have different mappings. To adjust these mappings, you can change your lexicon settings in BigTime by going to MY COMPANY...MY COMPANY...LEXICON.",117
1566,Sage Intacct,Customize Your Intacct Integration Settings,"Topic: Customizing Intacct Integration Settings
Solution: To customize your Intacct Integration Settings, follow these steps:

1. Click on ""INTACCT...INTEGRATION SETTINGS"" from your navigation menu.
2. Click on ""MANAGE"".
3. You will default into the General tab, which is where you want to be.
4. Here, you can update your integration settings.

By following these simple steps, you can easily customize your Intacct Integration Settings to better suit your needs.",100
1567,Sage Intacct,Field Mappings Between Sage Intacct and BigTime,"Topic: Field Mappings between BigTime and Sage Intacct
Solution: The article provides a chart to help keep track of the field mappings between BigTime and Sage Intacct when data and payments are synced. It acknowledges that sometimes the terminology used to describe these fields may not match up, even if the data they record is the same.",68
1568,Sage Intacct,BigTime,"Topic: BigTime

Solution: Unfortunately, the original article does not provide a clear topic or solution. However, based on the name ""BigTime,"" it is possible that the article is about a time management tool or software. If this is the case, the solution could be to use BigTime to better manage one's time and increase productivity. Without more information, it is difficult to provide a more specific solution.",84
1569,Sage Intacct,Intacct,"Topic: Intacct Project Management Features
Solution: Intacct offers a variety of project management features to help businesses manage their projects efficiently. These features include project details, cost centers, time and expense tracking, invoicing, and integration with other software.

Intacct is a cloud-based accounting software that offers a range of project management features to help businesses manage their projects efficiently. These features include project details such as project type, project notes, project description, and project start and end dates. Intacct also allows businesses to assign cost centers and departments to each project, making it easier to track expenses and allocate resources.

In addition to project details, Intacct also offers time and expense tracking features. Businesses can track time and expenses by employee, project, or task, and can easily generate reports to analyze this data. Intacct also integrates with other software, such as QuickBooks, to streamline the invoicing process and ensure accurate billing.

Overall, Intacct's project management features provide businesses with the tools they need to manage their projects efficiently and effectively. By tracking project details, expenses, and time, businesses can make informed decisions and ensure that projects are completed on time and within budget.",236
1570,Sage Intacct,Add Projects and Staffers in Bigtime and Integrate Them With Sage Intacct,"Topic: Adding Projects and Staffers in BigTime and Syncing with Intacct
Solution: The article provides a step-by-step guide on how to add projects and staffers in BigTime and sync them with Intacct. 

To add a project in BigTime and sync it with Intacct, follow these steps:
1. Log in to your BigTime account and go to the Projects tab.
2. Click on the Add Project button and fill in the necessary details such as project name, client, and project manager.
3. Under the Accounting tab, select Intacct as the accounting system and enter the necessary information such as the Intacct company ID and project code.
4. Click Save to create the project in BigTime and sync it with Intacct.

To add a staffer in BigTime and sync it with Intacct, follow these steps:
1. Log in to your BigTime account and go to the Staff tab.
2. Click on the Add Staffer button and fill in the necessary details such as name, email, and role.
3. Under the Accounting tab, select Intacct as the accounting system and enter the necessary information such as the Intacct company ID and employee ID.
4. Click Save to create the staffer in BigTime and sync it with Intacct.

By following these steps, you can easily add projects and staffers in BigTime and sync them with Intacct, ensuring that your accounting and project management systems are always up-to-date.",294
1571,Sage Intacct,Add a Project in Bigtime and Integrate It With Intacct,"Topic: Adding a Project in BigTime and Integrating it with Intacct

Solution: To add a project in BigTime and integrate it with Intacct, follow these steps:

1. Click on ""MY COMPANY...PROJECT LIST"" from your navigation bar.
2. Click on ""ADD PROJECT"".
3. Add the project information and click ""ADD"".
4. Add project details to the Project Dashboard for this new project.
5. Go to the ""DETAILS"" tab for your project and click the hyperlink ""YES, ADD IT NOW"", found on the far-right side of your Dashboard, to add the project to Intacct.

Here are some important points to keep in mind:

- Cost Center 1 in BigTime is equivalent to Department in Intacct.
- Cost Center 2 in BigTime is equivalent to Location in Intacct.
- You can change the lexicon in BigTime to reflect these field names (""MY COMPANY...MY COMPANY...LEXICON"").
- Class fields can only be managed in Intacct.
- Project type, Department, and Location come over to BigTime from Intacct. But you can still add fields in BigTime (via ""MY COMPANY...FIELD VALUES"").
- Intacct has fields for PO Amount, PO Number, and SO Number. Those fields automatically create custom fields in BigTime.",266
1572,Sage Intacct,ADD STAFFERS IN BIGTIME AND INTEGRATE THEM WITH INTACCT,"Topic: Adding Staffers in BigTime and Integrating with Intacct

Solution: To add staffers in BigTime and push them to Intacct or vice versa, follow these steps:

1. Click on MY COMPANY and select STAFF LIST.
2. Select a staffer from your list, and you will default into the Basic Info tab on the Staff Dashboard for that staffer.
3. Add staff details to the Staff Dashboard.
4. Click the hyperlink ""YES, ADD IT NOW"" to push your newly created staffer to Intacct. Once the sync occurs, you will notice in BigTime that Department and Location have been added to the Staff Dashboard. Cost Center 1 in BigTime is equivalent to Department in Intacct. Cost Center 2 in BigTime is equivalent to Location in Intacct. You can change the lexicon in BigTime to reflect these field names by going to MY COMPANY and selecting LEXICON.

Keep in mind that the integration will automatically create an Employee ID custom field, and the ID in this field will come from Intacct. Some fields will map to different names than you're accustomed to in BigTime. Here are important field mappings to know about:

- Employee ID will create a custom field in BigTime and import that value.
- Intacct Class is equivalent to Class in BigTime.
- Employees Title is equivalent to Title in BigTime.",276
1573,Sage Intacct,Add Time in Bigtime and Post It to Sage Intacct,"Topic: Adding Time Type and Item in BigTime for Intacct Integration
Solution: To integrate Intacct with BigTime, it is necessary to have a time type and item in Intacct. If these are not already created, they must be created before moving forward. The item type must be non-inventory. Once these requirements are met, a time type and item field will be automatically created in BigTime upon integration. To sync these details, click the topmost red tile on the BigTime homepage. After completing these steps, time can be added in BigTime and posted to Intacct.",120
1574,Sage Intacct,Link Intacct Time Type and Item Values in Bigtime,"Topic: Linking Intacct Time Type and Item Values in BigTime
Solution: To link the values from Intacct to BigTime, follow these steps:
1. Click ""MY COMPANY...FIELD VALUES"" from your navigation bar.
2. You will default into Basic Codes, which is where you want to be.
3. Select the ""SAGE INTACCT TIME TYPE"" and ""SAGE INTACCT ITEM"" from the respective dropdowns.
4. Then, click ""SAVE"".
5. Now you can post time and push it to Intacct.",114
1575,Sage Intacct,Post Time to Sage Intacct,"Topic: How to Post Time to Sage Intacct
Solution: 
1. Click TIME/EXPENSE...TIMESHEETS from your navigation bar.
2. Enter time to the timesheet and click SAVE. Note: It's a best practice to use labor code and category fields on your timesheet, since they are linked to the Time Type and Items in Sage Intacct.
3. Submit your timesheet by clicking the hyperlink at the end of your window.
4. Click INTACCT...POST TIMESHEETS from your navigation bar.
5. Check the staffer name. Click POST SELECTED TIME. You'll see a green checkmark in the Posted column if the time was posted successfully.",141
1576,Sage Intacct,Create Invoices in BigTime and Post Them to Sage Intacct,"Topic: How to post invoices from BigTime to Sage Intacct
Solution: Follow these steps to post invoices from BigTime to Sage Intacct:

1. Click on ""INVOICING...OVERVIEW"" from the main navigation bar and then navigate to your drafted invoices by clicking on the ""DRAFTS"" tile in the center of your screen.
2. Open the invoice you created that you want to post to Sage Intacct by clicking on the hyperlinked number in the ""AMOUNT"" column corresponding to your chosen invoice.
3. Edit your invoice details in the new window that opens and click the blue ""SAVE CHANGES"" button at the bottom of your screen when you're satisfied with your edits.
4. Post your saved invoice to Sage Intacct by clicking the ""CLOUD"" icon in the top right corner of your toolbar.
5. Add final details about your invoice in the new window that opens and click the blue button labeled ""POST TO SAGE INTACCT"" at the bottom of your screen. If your attempt to post the invoice is successful, you'll be redirected back to your list of draft invoices. If your invoice fails to post, you'll receive an error message at the bottom of your screen. Read this article to learn about how you can resolve error messages when trying to post an invoice to Sage Intacct. 

Note: This article assumes that you already know how to draft an invoice. If you need to learn how to do this, read this article.",302
1577,Sage Intacct,Common Error Messages in Sage Intacct,"Topic: Integrating Sage Intacct with BigTime for invoicing and payment tracking.

Solution: This article provides information on common error messages that may occur when syncing Sage Intacct with BigTime and how to resolve them. By following the solutions provided, users can ensure that their invoicing and payment tracking runs smoothly without any obstacles.",66
1578,Sage Intacct,There Were Errors With Your Request”,"Topic: Error message when submitting invoices to Sage Intacct through BigTime
Solution: If you receive an error message that says ""Failed To Post"" when submitting invoices to Sage Intacct through BigTime, it may be because your project has not been linked yet in Sage Intacct. To resolve this issue, follow the steps in the article provided to export your project to Sage Intacct.",78
1579,Sage Intacct,The Entry Is Not Attached to a Valid Service Item”,"Topic: Error message when posting an invoice to Sage Intacct. 
Solution: To resolve the error message ""The Entry Is Not Attached to a Valid Service Item,"" ensure that the field under the ITEM/DESCRIPTION field is not left empty and that the line item selected is linked to a specific labor code or task. Click the GRAY ARROW in the ITEM/DESCRIPTION field and select an item that is linked to a specific labor code or task. This should allow you to post the invoice without any issues.",102
1580,Sage Intacct,Project (XYZ) Is Not Active”,"Topic: Error message ""Project (XYZ) Is Not Active"" when posting an invoice in Sage Intacct.

Solution: To resolve this error, open the project in Sage Intacct and change its status to ""ACTIVE"". After that, return to BigTime and try resyncing the invoice. If this is the only error, the invoice should sync without any issues.",74
1581,Sage Intacct,There Is a Project in Intacct With the Same ID As the BigTime Project ID. Intacct Requires Projects To Have Unique IDs.”,"Topic: Error message when exporting a project from BigTime to Sage Intacct due to duplicate project ID. 

Solution: Change the ID of the project in BigTime to something unique before exporting it to Sage Intacct. This will allow the project to sync without any issues.",55
1582,Sage Intacct,"""BigTime Was Unable To Post This Project to Sage Intacct at This Time. If You Add It to Sage Intacct, Then You Can Link It Instead. Cannot Figure Out Country Code.”""","Topic: Error message when posting project to Sage Intacct in BigTime due to country code mismatch.

Solution: To resolve the error message when posting a project to Sage Intacct in BigTime, ensure that the country field in the project or client record in BigTime matches the formatting of the one in Sage Intacct. The country field in Sage Intacct is filled from a dropdown menu, so the spelling must be an exact match. If there is a difference in spelling between the two, the sync will be interrupted and the error message will appear. To fix this, update the country's spelling in BigTime to match the spelling in Sage Intacct and try exporting the project again.",137
1583,Sage Intacct,Inserted Value Is Too Large for the ‘Comments Field”,"Topic: Error message when posting a project to QuickBooks due to exceeding character limit in the Client Notes field in Sage Intacct.
Solution: Reduce notes to 200 characters or less to avoid the error message. Contact the support team for help with any other error messages encountered during Sage Intacct integration with BigTimes.",63
1584,Salesforce,Getting Started With Salesforce,"Topic: Setting up and connecting BigTime app in Salesforce
Solution: This article provides step-by-step instructions on how to set up and install the BigTime app in Salesforce, as well as how to connect your BigTime and Salesforce accounts. It is important to note that you must have both a BigTime and a Salesforce account, and be the admin user on both accounts in order to follow along.",80
1585,Salesforce,Setup,"Topic: Setting up the BigTime app with Salesforce
Solution: There are two different ways to set up the BigTime app with Salesforce, which are explained below.

To set up the BigTime app with Salesforce, there are two different methods you can use. The first method involves downloading the app and connecting it with Salesforce through the Salesforce AppExchange. The second method involves using the BigTime API to integrate the app with Salesforce.

To use the first method, you will need to download the BigTime app from the Salesforce AppExchange and follow the installation instructions. Once the app is installed, you can connect it with Salesforce by navigating to the AppExchange tab in Salesforce and selecting the BigTime app. From there, you can follow the prompts to complete the setup process.

To use the second method, you will need to use the BigTime API to integrate the app with Salesforce. This method requires some technical knowledge and may be more complex than the first method. However, it allows for greater customization and control over the integration.

Overall, setting up the BigTime app with Salesforce can be done in two different ways, depending on your technical expertise and preferences. By following the instructions provided, you can successfully integrate the app with Salesforce and streamline your workflow.",250
1586,Salesforce,Install the BigTime App Through AppExchange,"Topic: Connecting BigTime and Salesforce through the BigTime App on Salesforce AppExchange.

Solution: To connect BigTime and Salesforce, install the BigTime app from the Salesforce AppExchange. This will add all of the custom objects into which BigTime data flows, and it will let you connect opportunities, accounts, and contacts to their corresponding objects in BigTime.",72
1587,Salesforce,Setup Within BigTime,"Topic: Integrating Salesforce and BigTime
Solution: If you encounter issues installing the BigTime app, there is an alternative way to integrate Salesforce and BigTime. Ensure that you are logged into both accounts, then follow the link to access your Salesforce integration settings within BigTime. From there, click on the hyperlink ""DOWNLOADING THE APP"" to authorize the download of the BigTime app. This will redirect you back to Salesforce and complete the integration process.",92
1588,Salesforce,Connect the Two Systems Within Salesforce,"Topic: Connecting BigTime and Salesforce Systems
Solution: Follow these steps to connect BigTime and Salesforce systems:

1. Click on the box of dots located in the top-left corner of Salesforce.
2. Click on the BigTime application on your App Launcher to open up BigTime's app.
3. Click ""BIGTIME SETUP"" on the navigation bar at the top of your window. In order to talk, both BigTime and Salesforce need to authorize each other. It's a fairly simple step-by-step process, and you kick it off by clicking on the ""CONNECT"" button at the bottom of this page.
4. Authorize Salesforce to access your BigTime account. If you aren't logged in to BigTime, then the system will ask you to log in next. Once you do, you'll be asked to confirm that you want to grant Salesforce access to your BigTime data on a screen like the one shown below. You'll click the ""ALLOW"" button to confirm this permission. Once you do, you'll be forwarded to a similar screen in your Salesforce system so you can grant rights to BigTime as well. Again, you'll click the ""ALLOW"" button to grant access. Once you do, both systems will be able to communicate with each other.",257
1589,Salesforce,Decide What Pipeline Stage” Will Generate a Project in Bigtime,"Topic: How to generate a project in BigTime from an opportunity in Salesforce.

Solution: In order to generate a project in BigTime from an opportunity in Salesforce, you need to indicate which pipeline stage you would like to trigger that event. This can be done using the BigTime setup screen. Once you have selected the pipeline stage, each time a new opportunity reaches the ""Closed Won"" stage, a new project will be generated in BigTime and linked to that opportunity. It is important to note that moving opportunities directly to ""Closed Lost"" will not trigger a new BigTime project. After making your selection, don't forget to click ""Save"" to save your choice. Additionally, deleting opportunities will not delete projects in BigTime. Once an opportunity has generated a BigTime project, deleting it will sever the connection but it will not delete the project in BigTime. Most firms choose to deactivate projects in BigTime (rather than deleting them) in order to preserve history.",196
1590,Salesforce,Salesforce Integration 101,"Topic: Benefits of Integrating BigTime and Salesforce Accounts
Solution: Integrating your BigTime and Salesforce accounts can provide several benefits, including preventing double-data entry, reducing mistakes, keeping your sales and project teams informed and connected, and staying organized.

Integrating your BigTime and Salesforce accounts can save you time by entering project information only once and seeing it in both platforms. When a Salesforce opportunity reaches a specified stage in your sales pipeline, it is automatically added in BigTime as a project. This allows you to add project details and sync BigTime information with Salesforce.

By reducing mistakes that inevitably occur when doing tasks like data entry repeatedly, you can ensure that all project details, like budgets and team members, are accurate and up-to-date in both platforms. This can also help keep your sales and project teams informed and connected, as project managers will have visibility into project statuses and can allocate resources and plan for future work. At the same time, sales teams can see how a project is tracking in Salesforce, which can impact when they follow up with clients.

Above all, integrating your BigTime and Salesforce accounts is an easy way to stay organized, since all project details, like budgets and due dates, are together in one place. If you have both a BigTime and Salesforce account, it makes sense to integrate them to streamline your workflow and improve collaboration between your sales and project teams.",279
1591,Salesforce,Integration Requirements and Process,"Topic: Integration Requirements and Process
Solution: Before integrating BigTime and Salesforce, ensure that you have API access as part of your Salesforce account. If you have a Salesforce Professional Account, you will need to purchase API access separately since it is not included by default. To integrate your BigTime and Salesforce accounts, follow these steps: 

1. Download and install the BigTime app in Salesforce.
2. Connect BigTime and Salesforce so that the two systems can communicate with each other.
3. Reference the ""Getting Started with Salesforce"" article to get started.

By following these steps, you can successfully integrate your BigTime and Salesforce accounts.",128
1592,Salesforce,Sharing Information,"Topic: Sharing Information between BigTime and Salesforce
Solution: Once you have installed and configured your BigTime application within Salesforce, the two systems will share information. You can add project details in BigTime, such as budgets and teams, and sync them with the corresponding opportunity in Salesforce. In Salesforce, you can view a summary of total time and expenses logged against each linked opportunity, as your users fill in and submit timesheets and expense reports. Additionally, you will be able to see BigTime-generated invoices and payments. It is important to note that accounts in Salesforce correspond to clients in BigTime, and opportunities in Salesforce correspond to projects in BigTime.",131
1593,Salesforce,Viewing Bigtime Data Within Salesforce,"Topic: How to share information between BigTime and Salesforce
Solution: Once you have installed and configured your BigTime application within Salesforce, the two systems will share information. Each time a Salesforce opportunity reaches a specified stage in your sales pipeline, a new project is created inside of BigTime. When you update budgets and teams on that project in BigTime, that information is linked to your BigTime Project inside of Salesforce. You can also see a summary of total time and expenses logged against each linked opportunity as your users fill in and submit timesheets and expense reports. Invoices and payments generated inside of BigTime can also be viewed within Salesforce. This article explains how to configure Salesforce to show your BigTime data.",143
1594,Salesforce,Configuring Your Salesforce Views To Show Bigtime Data,"Topic: Configuring Salesforce Views to Display BigTime Data
Solution: The article provides a brief overview of how to configure Salesforce views to display BigTime data. It mentions that by attaching a BigTime project to a Salesforce opportunity, users can view the overall budget for the project and drill down into more information by clicking on it. However, the article does not provide detailed instructions on how to actually configure the views.",83
1595,Salesforce,Why Cant I See Bigtime Projects on My Salesforce Opportunity Screen?,"Topic: Adding BigTime Projects to Salesforce Opportunity Screen
Solution: Follow the step-by-step configuration instructions below to add BigTime Projects to your Salesforce Opportunity Screen.

By default, the related item for BigTime Projects won't show up on your Salesforce Opportunity Screen. This is because Salesforce's AppExchange doesn't allow modifications to default opportunity views within the system. However, it is fairly simple to add this view to your application by following the steps below.

1. Navigate to Setup in Salesforce by clicking on the gear icon on the top-right of your window and selecting Setup from the picklist.
2. Find Object Manager on the side-bar under SETUP. If you're having trouble locating the link, you can type ""object manager"" in the search box.
3. In the Object Manager, click on the OPPORTUNITY OBJECT. This will open up the object editor for your core Opportunity object.
4. Choose the PAGE LAYOUTS link in the editor menu, and then select OPPORTUNITY LAYOUT from the list of layouts on screen.
5. Add a PUSH TO BIGTIME button to your page. This button will update your BigTime system with data from Salesforce, allowing you to change account or contact information in Salesforce and update that data in BigTime. To add the button, go to MOBILE/LIGHTNING ACTIONS located in the picklist near the top of the page. Then, drag and drop the PUSH TO BIGTIME button under the SALESFORCE MOBILE AND LIGHTNING EXPERIENCE ACTIONS section within the layout area. You can also add the same button to the Classic view by selecting BUTTONS from your layout picklist and dragging and dropping the button under the OPPORTUNITY DETAIL section as a custom button.
6. Add your BigTime project RELATED LIST so you can see that information on linked BigTime opportunities. Find Related List in the picklist near the top of the window. Drag the BigTime Projects RELATED LIST into your views Related Lists area. Note that you can put that list wherever you'd like. In the example below, we put it at the top of the related lists area so it's easy to find.

Don't forget to save your work. When you make edits to a view like this one in Salesforce, you have to click the SAVE button (top of the page) in order for those changes to take effect.",474
1596,Salesforce,Why Cant I See Bigtime Projects on My Salesforce Opportunity Screen?,"effect.

Topic: Adding BigTime Project Information to Salesforce Opportunities
Solution: Follow these steps to add BigTime project information to Salesforce opportunities:

1. Go to the Salesforce Opportunity page where you want to add BigTime project information.
2. Click on the ""Edit Layout"" button located near the top of the page.
3. In the layout editor, find the ""Mobile/Lightning Actions"" picklist and add the ""Push to BigTime"" button to your list of actions.
4. Drag and drop the ""Push to BigTime"" button under the ""Salesforce Mobile and Lightning Experience Actions"" section within the layout area.
5. To add the same button to the Classic view, select ""Buttons"" from your layout picklist and drag and drop the button under the ""Opportunity Detail"" section as a custom button.
6. Add the BigTime Projects Related List to your views Related Lists area by finding it in the picklist near the top of the window and dragging it to the desired location.
7. Remember to save your work by clicking the ""Save"" button at the top of the page.

By following these steps, you can easily add BigTime project information to your Salesforce opportunities and have all the necessary data in one place.",252
1597,Salesforce,Where To Go From Here?,"Topic: Integrating Salesforce and BigTime for Opportunity Management
Solution: The article suggests that after updating the opportunity screen to show BigTime data, users can start sharing information between Salesforce and BigTime. This integration allows new opportunities from Salesforce to populate the BigTime system and related information from BigTime to flow into Salesforce regularly.",65
1598,Salesforce,Syncing Bigtime Project Details With Salesforce,"Topic: Syncing BigTime Information to Salesforce
Solution: This article provides instructions on how to manually and automatically sync BigTime information to Salesforce. Once a Salesforce opportunity becomes a project in BigTime, details such as budgets, team members, and bill rates can be added to the project in BigTime. Then, the information can be synced manually or automatically to appear in Salesforce. This allows sales and project teams to view project-related details in Salesforce.",90
1599,Salesforce,Manually Sync Bigtime Details in Salesforce,"Topic: Manually Syncing Bigtime Details in Salesforce
Solution: To initiate a manual sync of Bigtime details in Salesforce, follow these steps:

1. Go to your Salesforce account and click on ""Opportunities"" in the navigation bar.
2. Select an opportunity to enter a specific opportunity. Under ""BigTime Projects"" near the top-right corner of your window, find your BigTime project and click on it. For example, we will click on ""Website Design"" in the example below. This will take you inside that project.
3. Click the hyperlink ""Pull from BigTime"" located on the top-right corner of your window. Your window will look something like the example below (depending on what information you added in BigTime).

Alternatively, you can automatically sync your data with Salesforce. We explain how to do that next.",170
1600,Salesforce,Automatically Sync Bigtime Details With Salesforce,"Topic: How to automatically sync BigTime details with Salesforce.

Solution: To automatically sync data between BigTime and Salesforce, follow these steps: 
1. In BigTime, click on ""MY COMPANY...INTEGRATIONS.""
2. Click on the ""SALESFORCE"" icon.
3. Click on the gray arrow under ""AUTOSYNC RATE"" to generate a picklist and select the time interval for syncing.
4. Scroll down and click the ""SAVE SETTINGS"" button to save your selection. 

By following these steps, you can ensure that your BigTime details are automatically synced with Salesforce at the time interval of your choosing.",128
1601,Salesforce,Turn Off Automatic Sync,"Topic: Disabling Automatic Sync in BigTime

Solution: To disable automatic sync in BigTime, follow these steps: 
1. Go to the integrations window in BigTime by clicking on ""MY COMPANY...INTEGRATIONS"".
2. Select ""NEVER"" from the picklist to disable automatic sync.
3. Click ""SAVE SETTINGS"" to save your selection.",75
1602,Salesforce,Creating Bigtime Projects From Salesforce Opportunities,"Topic: Integrating Salesforce and BigTime for Customer Engagement
Solution: This article explains the process of integrating Salesforce and BigTime for customer engagement. It outlines how a new customer engagement begins as a sales opportunity in Salesforce and is then added as a project in BigTime once it reaches a specified stage in the opportunity workflow. The article also notes that accounts in Salesforce map to clients in BigTime, and opportunities in Salesforce map to projects in BigTime. The article provides an example firm and explains the data that is pulled from Salesforce to populate clients, projects, and contacts within BigTime.",117
1603,Salesforce,Create a New Bigtime Project From Salesforce Opportunity,"Topic: Creating a New Bigtime Project from Salesforce Opportunity

Solution: 

1. Click ""Opportunities"" on the navigation bar in Salesforce.
2. Click ""New"" near the top-right corner of your window.
3. Fill out details about your new opportunity. Keep in mind that the ""Opportunity Name"" is the name of the project in BigTime, and the ""Account Name"" is the name of the client. If you're creating an opportunity for an existing client, type the account name into the search box and search for it. However, if you're creating a new account, click into the textbox under ""Account Name"" and select ""New Account"". A new window will populate, and you'll add information to the new account and click ""Save"". Then, Salesforce will bring you back to the New Opportunity window. ""Stage"" refers to where you are in the sales process. Click on the black triangle under ""Stage"" and select the option that's most relevant to your firm. We selected ""prospecting"" because we're just starting our work on this opportunity.
4. Click ""Save"" to save your work. Then, you'll see your new opportunity and its location in the sales workflow. We're in the ""prospecting"" stage, as seen in the image below.
5. For our firm, when an opportunity is closed and won in Salesforce, it becomes a project in BigTime. (We made this decision during the setup and integration process.) A new window pops up, and we'll indicate the opportunity's status. In our case, we won it, so we'll select ""Closed Won"" from the picklist, then we'll click ""Save"". Now the Salesforce opportunity should appear in BigTime. To verify, go to your project list in BigTime (""My Company...Project List"").
6. Note: Refresh your Salesforce window to see your BigTime project on in Salesforce. Notice our ""Build Website"" project in the image below, under ""BigTime Projects"". Now you can add details to this project in BigTime and sync it with Salesforce.",427
1604,Salesforce,Viewing Invoices/Payments in Salesforce,"Topic: Finding Invoice and Payment Information in Salesforce with BigTime Integration
Solution: To find invoice and payment-related information in Salesforce with BigTime integration, follow these steps: 
1. Log into your Salesforce account and click on ""BIGTIME PROJECTS"" on the navigation bar. 
2. All of your BigTime projects will populate on your window, and you'll need to click on a project. Note: By default, Salesforce directs you to recently viewed projects. To see all of your projects, click on the black triangle located on the top-left corner of your window and select ""ALL.""
3. There are two places to see invoice and payment-related information: on the ""details"" tab and the ""related"" tab. Once you click on a project, you'll default into the ""details"" window, which shows you some basic information about your project.",174
1605,Salesforce,Details Tab,"Topic: Overview of the Details Tab in BigTime Project Management Software
Solution: The Details Tab in BigTime Project Management Software includes three major sections: Basic project information, Budget (fees) data, and Budget data (expenses). In the Basic project information section, users can view details such as the project name and its status. By clicking on the BigTime URL, users can be taken directly to the project in BigTime, where they can make changes. The Budget (fees) data section allows users to see their project budget, hours inputted and billed, and what remains of their budget. In the Budget data (expenses) section, users can view expenses associated with the project, such as billable expenses. Finally, the Project description section displays who created the project and when it was last modified (date and time).",168
1606,Salesforce,Related Tab,"Topic: Accessing Detailed Invoice and Payment Information through the ""Related"" Tab
Solution: To access detailed invoice and payment information, click on the ""Related"" tab. This tab provides additional project details divided into three sections: team members, invoices, and BigTime monthly activity summary. For the purposes of this article, we will focus on the last two sections, which provide valuable information on invoices and payment activity. By clicking on the ""Related"" tab, users can access a wealth of information on their project's financials, including detailed invoice information and payment activity. This information can be used to track project expenses, monitor payment status, and ensure timely payments. Overall, the ""Related"" tab is a valuable resource for anyone looking to gain a deeper understanding of their project's financials.",159
